27/09/18 - Открытие;27/09/18 - Максимум;27/09/18 - Минимум;27/09/18 - Закрытие;02/10/18 -  Открытие;02/10/18 - Максимум;02/10/18 - Минимум;02/10/18 - Закрытие;27/11/18 - Открытие;27/11/18 - Максимум;27/11/18 - Минимум;27/11/18 - Закрытие;04/12/18 - Открытие;04/12/18 - Максимум;04/12/18 - Минимум;04/12/18 - Закрытие
116560;116660;116560;116640;117740;117810;117740;117790;109100;109110;108750;108930;115640;115650;115610;115610
116640;116680;116610;116650;117800;117830;117760;117800;108920;108940;108760;108900;115600;115610;115550;115600
116660;116810;116640;116710;117810;117820;117780;117790;108890;108890;108680;108820;115610;115630;115600;115620
116720;116740;116640;116700;117800;117820;117760;117800;108820;108850;108660;108670;115610;115610;115580;115580
116710;116740;116700;116720;117800;117800;117700;117730;108660;108840;108540;108790;115590;115600;115530;115570
116730;116740;116710;116730;117720;117730;117640;117640;108790;108910;108780;108850;115570;115580;115530;115530
116720;116730;116670;116670;117640;117680;117630;117650;108840;108850;108780;108810;115530;115550;115510;115520
116670;116700;116600;116650;117650;117690;117630;117650;108820;108960;108820;108940;115520;115560;115500;115530
116660;116710;116650;116700;117640;117990;117630;117890;108940;109020;108920;108940;115530;115550;115470;115480
116700;116720;116660;116690;117900;117960;117850;117860;108940;109000;108930;108980;115490;115500;115460;115490
116690;116730;116680;116690;117870;117910;117820;117850;108970;108990;108890;108920;115490;115550;115470;115480
116690;116700;116680;116690;117870;117930;117860;117900;108930;109050;108920;108980;115490;115510;115470;115500
116690;116700;116680;116680;117900;117940;117880;117880;108980;109010;108910;109010;115490;115500;115460;115480
116680;116740;116670;116730;117880;117900;117860;117890;109010;109020;108930;108970;115480;115480;115430;115480
116730;116780;116720;116770;117880;117880;117830;117840;108980;109030;108950;108980;115460;115460;115400;115450
116770;116850;116760;116760;117850;117880;117770;117800;108970;108980;108930;108950;115450;115460;115410;115410
116760;116810;116750;116810;117800;117830;117780;117800;108950;109010;108920;108940;115410;115430;115370;115410
116810;116850;116790;116800;117810;117860;117750;117750;108940;108960;108920;108940;115400;115430;115390;115400
116810;116870;116790;116860;117750;117810;117750;117780;108960;108960;108910;108930;115400;115440;115380;115420
116860;116930;116810;116810;117780;117800;117750;117750;108920;108960;108880;108960;115430;115440;115410;115440
116830;116900;116830;116900;117750;117820;117740;117780;108950;109060;108940;109040;115440;115440;115410;115410
116900;116920;116860;116900;117790;117860;117780;117840;109030;109200;109010;109190;115420;115470;115410;115440
116900;116920;116880;116880;117830;117880;117810;117850;109170;109190;109090;109100;115430;115430;115390;115420
116880;116880;116770;116770;117840;117930;117840;117890;109110;109160;109100;109150;115410;115440;115390;115430
116780;116820;116770;116810;117900;117930;117860;117880;109150;109250;109140;109230;115430;115460;115420;115440
116810;116810;116760;116780;117890;117920;117850;117890;109220;109250;109150;109170;115440;115500;115440;115460
116790;116840;116780;116790;117880;117900;117640;117650;109180;109180;109120;109130;115460;115530;115460;115480
116790;116820;116770;116780;117660;117770;117610;117720;109130;109180;109110;109160;115490;115510;115480;115500
116800;116810;116780;116800;117710;117790;117700;117790;109150;109180;109150;109180;115500;115510;115460;115480
116800;116870;116800;116870;117790;117800;117740;117790;109180;109190;109160;109190;115490;115500;115460;115460
116870;116880;116820;116840;117780;117790;117710;117760;109200;109200;109100;109150;115470;115470;115430;115450
116850;116870;116830;116850;117760;117780;117670;117670;109150;109170;109080;109100;115430;115460;115420;115430
116850;116860;116810;116830;117670;117740;117650;117690;109080;109130;109060;109080;115430;115430;115270;115340
116820;116820;116770;116780;117690;117730;117690;117730;109070;109110;109070;109110;115330;115340;115290;115320
116780;116790;116760;116780;117720;117780;117710;117770;109100;109160;109090;109140;115310;115330;115210;115270
116770;116780;116750;116760;117780;117780;117700;117740;109140;109150;109030;109030;115270;115300;115250;115290
116760;116780;116740;116780;117750;117800;117750;117770;109040;109050;109000;109040;115280;115340;115280;115340
116780;116820;116770;116790;117770;117790;117700;117720;109030;109130;108990;109120;115330;115340;115310;115320
116770;116780;116730;116760;117710;117750;117690;117750;109130;109130;108980;109060;115310;115330;115280;115320
116750;116760;116710;116740;117730;117790;117730;117790;109060;109090;109040;109060;115330;115340;115310;115320
116750;116750;116670;116710;117770;117810;117750;117750;109050;109050;108970;109010;115330;115370;115320;115360
116690;116710;116620;116640;117760;117800;117740;117790;109000;109030;108980;109010;115360;115400;115360;115390
116630;116720;116630;116710;117790;117790;117740;117760;109000;109010;108970;109010;115390;115400;115340;115360
116710;116710;116630;116680;117760;117760;117720;117740;109010;109020;108990;109000;115370;115390;115360;115390
116670;116730;116670;116690;117760;117780;117730;117780;109010;109030;108990;109020;115380;115430;115380;115400
116680;116750;116680;116710;117790;117880;117760;117830;109010;109050;109000;109010;115410;115450;115400;115440
116720;116740;116690;116700;117840;117860;117810;117840;109020;109050;108970;109020;115420;115430;115370;115370
116700;116750;116700;116740;117840;117880;117840;117860;109020;109070;109020;109070;115380;115410;115350;115400
116740;116770;116740;116760;117850;117860;117790;117790;109070;109080;109050;109070;115390;115440;115380;115410
116750;116760;116730;116740;117790;117820;117780;117790;109070;109080;109050;109050;115430;115440;115410;115420
116730;116770;116710;116720;117800;117830;117790;117820;109070;109070;109030;109070;115430;115440;115410;115410
116720;116740;116700;116730;117820;117840;117790;117800;109050;109070;109030;109070;115420;115420;115370;115370
116740;116750;116700;116730;117790;117810;117760;117760;109050;109070;109040;109060;115380;115390;115370;115390
116730;116730;116620;116700;117760;117770;117710;117740;109060;109070;109020;109040;115380;115390;115370;115390
116690;116710;116660;116690;117750;117780;117750;117750;109040;109060;109020;109030;115390;115420;115390;115410
116700;116740;116700;116710;117740;117750;117440;117470;109020;109030;108920;109020;115400;115430;115370;115370
116700;116730;116700;116720;117470;117480;117430;117470;109010;109210;109010;109150;115370;115410;115360;115410
116730;116780;116710;116770;117480;117490;117430;117440;109150;109160;109090;109130;115400;115430;115380;115380
116750;116790;116740;116780;117440;117540;117400;117520;109150;109160;109080;109090;115390;115430;115380;115410
116780;116830;116780;116790;117510;117540;117480;117500;109090;109110;109070;109110;115410;115420;115360;115380
116780;116780;116740;116770;117490;117510;117440;117440;109100;109150;109090;109120;115390;115400;115360;115380
116740;116770;116720;116750;117440;117550;117400;117550;109130;109130;109080;109090;115380;115390;115350;115370
116750;116750;116700;116700;117540;117670;117500;117610;109120;109150;109100;109120;115370;115400;115360;115390
116700;116730;116680;116690;117620;117640;117530;117530;109120;109190;109120;109190;115390;115400;115370;115390
116690;116710;116640;116640;117530;117600;117520;117590;109190;109320;109160;109250;115390;115430;115390;115410
116640;116670;116610;116610;117590;117610;117530;117550;109240;109260;109220;109240;115410;115430;115380;115410
116620;116660;116560;116650;117540;117560;117480;117540;109240;109240;109160;109180;115410;115430;115380;115380
116640;116690;116640;116690;117540;117610;117520;117590;109170;109200;109110;109160;115400;115420;115390;115420
116690;116720;116680;116710;117600;117660;117590;117620;109150;109170;109120;109140;115420;115430;115410;115430
116700;116710;116650;116680;117610;117720;117610;117700;109130;109140;109090;109100;115420;115430;115390;115420
116680;116730;116670;116680;117690;117770;117690;117720;109100;109110;109060;109060;115420;115430;115390;115400
116680;116730;116670;116720;117720;117760;117650;117690;109060;109120;109060;109120;115390;115410;115380;115400
116720;116760;116670;116750;117700;117750;117690;117730;109120;109120;109080;109090;115390;115410;115370;115390
116750;116750;116710;116740;117720;117750;117720;117750;109090;109110;109070;109100;115390;115400;115380;115380
116750;116780;116730;116740;117760;117760;117710;117750;109100;109120;109060;109080;115390;115410;115380;115390
116750;116770;116710;116710;117750;117770;117690;117730;109080;109110;109030;109030;115390;115400;115360;115390
116710;116730;116680;116690;117730;117760;117720;117720;109030;109080;109020;109070;115380;115420;115380;115420
116690;116720;116660;116680;117730;117790;117730;117760;109070;109070;109050;109060;115420;115430;115400;115410
116680;116690;116630;116670;117750;117800;117750;117800;109050;109090;109040;109060;115390;115400;115340;115360
116650;116710;116650;116700;117790;117820;117750;117760;109070;109070;108840;108910;115370;115380;115330;115360
116700;116750;116670;116690;117760;117790;117660;117660;108910;109020;108910;108940;115370;115390;115320;115330
116690;116710;116660;116670;117650;117660;117580;117660;108930;108950;108880;108900;115340;115360;115310;115340
116680;116680;116600;116610;117650;117700;117620;117670;108900;108920;108830;108900;115340;115340;115280;115300
116620;116660;116600;116660;117680;117730;117650;117690;108900;108970;108860;108970;115290;115310;115260;115270
116650;116680;116620;116640;117690;117730;117690;117730;108970;109070;108940;109050;115270;115300;115240;115290
116640;116680;116640;116680;117720;117720;117640;117660;109040;109100;109000;109050;115290;115350;115290;115340
116680;116720;116670;116710;117670;117710;117670;117700;109040;109040;108950;109000;115330;115340;115250;115270
116710;116740;116700;116730;117680;117690;117610;117620;109020;109070;109000;109040;115270;115300;115260;115270
116720;116770;116700;116730;117610;117610;117560;117560;109020;109100;109020;109080;115270;115280;115250;115270
116720;116730;116680;116680;117560;117570;117500;117510;109100;109100;109060;109100;115280;115280;115260;115260
116680;116730;116680;116710;117510;117540;117450;117480;109100;109110;109040;109040;115250;115320;115250;115300
116720;116760;116700;116740;117490;117530;117460;117520;109040;109080;109010;109050;115300;115310;115270;115290
116740;116810;116710;116740;117520;117630;117520;117590;109030;109050;108960;108980;115280;115310;115280;115300
116730;116780;116720;116760;117600;117640;117580;117610;108970;109120;108970;109100;115280;115310;115250;115310
116780;116830;116780;116820;117620;117680;117610;117660;109090;109320;109090;109310;115310;115330;115280;115280
116830;116850;116800;116830;117680;117730;117620;117730;109320;109360;109250;109260;115280;115290;115240;115240
116830;116850;116820;116830;117740;117820;117680;117790;109270;109300;109240;109290;115250;115280;115230;115270
116830;116850;116810;116840;117780;117810;117770;117770;109290;109290;109210;109240;115280;115310;115270;115280
116820;116840;116820;116830;117780;117850;117760;117800;109250;109260;109150;109180;115290;115320;115280;115310
116830;116900;116820;116880;117790;117800;117730;117750;109180;109200;109100;109120;115310;115320;115290;115310
116870;116930;116860;116930;117750;117800;117710;117730;109130;109160;109110;109130;115320;115330;115260;115260
116910;116950;116890;116940;117730;117730;117630;117660;109130;109140;109080;109110;115270;115290;115250;115270
116940;116950;116880;116880;117660;117700;117660;117660;109120;109120;109060;109100;115270;115290;115120;115230
116880;116890;116840;116860;117670;117720;117660;117690;109120;109140;109080;109080;115240;115270;115220;115250
116860;116900;116860;116860;117680;117690;117550;117590;109090;109120;109070;109120;115260;115300;115250;115270
116860;116880;116850;116880;117600;117650;117580;117650;109110;109110;109050;109060;115260;115320;115260;115290
116860;116890;116860;116890;117650;117680;117600;117610;109050;109050;108870;108990;115300;115390;115300;115340
116890;116930;116870;116930;117610;117620;117550;117580;108990;109000;108960;108990;115350;115370;115320;115320
116930;116940;116880;116910;117590;117640;117530;117530;108990;108990;108890;108930;115310;115330;115270;115290
116920;116940;116900;116910;117540;117620;117530;117600;108940;108990;108880;108880;115280;115330;115280;115300
116920;116920;116810;116820;117600;117750;117600;117690;108890;108940;108860;108870;115290;115340;115270;115280
116820;116830;116760;116760;117690;117690;117550;117610;108880;108950;108840;108860;115280;115290;115250;115260
116770;116770;116620;116680;117620;117620;117470;117480;108860;108900;108770;108780;115250;115260;115190;115220
116690;116720;116650;116660;117480;117480;117360;117420;108780;108840;108780;108840;115210;115230;115140;115150
116670;116710;116620;116680;117410;117460;117380;117390;108830;108870;108820;108860;115150;115160;115020;115040
116690;116720;116680;116700;117390;117480;117390;117400;108860;108930;108850;108910;115040;115120;115020;115090
116710;116710;116560;116580;117400;117420;117250;117330;108920;108920;108830;108860;115100;115100;115040;115080
116590;116600;116560;116580;117320;117370;117270;117340;108870;108870;108760;108800;115080;115100;115010;115030
116570;116590;116450;116500;117320;117380;117290;117350;108790;108870;108790;108820;115020;115080;115010;115070
116500;116570;116410;116470;117370;117460;117370;117410;108820;108900;108820;108900;115060;115070;115000;115030
116460;116650;116450;116630;117410;117530;117390;117460;108890;108990;108890;108950;115020;115040;114960;114970
116630;116650;116600;116640;117450;117470;117420;117440;108940;108940;108890;108930;114960;115010;114910;114960
116640;116670;116620;116660;117430;117490;117420;117490;108930;109000;108920;108980;114960;114990;114950;114950
116660;116740;116650;116710;117480;117490;117420;117430;108980;108990;108960;108960;114940;114960;114900;114960
116700;116720;116630;116670;117440;117490;117380;117480;108970;108990;108930;108980;114960;114980;114940;114970
116680;116730;116660;116720;117480;117670;117470;117670;108970;109110;108940;109100;114980;114990;114940;114980
116710;116740;116650;116740;117660;117680;117590;117630;109110;109150;109030;109040;114980;115030;114950;115020
116740;116770;116710;116730;117640;117670;117600;117620;109030;109100;109030;109050;115020;115030;114990;115000
116730;116730;116670;116680;117630;117670;117580;117600;109060;109130;109040;109130;114990;115040;114980;115020
116680;116700;116640;116670;117600;117610;117540;117550;109120;109130;109040;109070;115030;115030;114990;115010
116690;116700;116670;116690;117560;117620;117560;117590;109060;109100;109050;109080;115000;115070;114980;115060
116680;116690;116550;116560;117590;117630;117550;117590;109060;109080;109030;109070;115050;115060;115030;115030
116560;116650;116550;116620;117580;117610;117510;117540;109060;109080;108980;108990;115040;115050;114990;115040
116640;116670;116560;116670;117540;117550;117460;117490;109000;109040;108980;109000;115040;115070;115030;115050
116670;116670;116610;116640;117500;117510;117360;117360;109010;109120;109010;109090;115060;115090;115030;115080
116640;116740;116640;116720;117360;117410;117340;117360;109080;109170;109070;109120;115060;115070;115020;115070
116710;116780;116700;116740;117350;117400;117280;117400;109120;109160;109100;109120;115070;115100;115030;115030
116740;116750;116720;116730;117390;117420;117360;117420;109130;109190;109100;109190;115040;115060;115000;115050
116740;116780;116720;116770;117410;117530;117390;117510;109190;109290;109190;109280;115040;115050;114970;114980
116770;116780;116710;116710;117530;117530;117470;117490;109290;109310;109180;109190;114990;115020;114980;115020
116720;116820;116700;116780;117490;117620;117450;117600;109190;109230;109100;109150;115020;115020;114950;114980
116770;116830;116760;116830;117590;117660;117540;117580;109150;109170;109090;109120;114970;114980;114940;114960
116820;116820;116750;116760;117560;117630;117540;117610;109110;109160;109110;109130;114960;114990;114960;114970
116760;116800;116750;116800;117620;117640;117530;117560;109140;109150;109120;109150;114960;114980;114910;114940
116780;116790;116670;116690;117540;117540;117450;117490;109150;109230;109130;109200;114940;115020;114940;114990
116690;116720;116660;116710;117510;117510;117320;117350;109200;109210;109090;109130;114990;115000;114920;114940
116710;116710;116590;116590;117330;117420;117320;117390;109110;109140;109100;109120;114930;114950;114910;114950
116590;116640;116550;116630;117410;117410;117340;117340;109130;109130;109070;109120;114950;114960;114920;114960
116630;116700;116620;116700;117330;117350;117220;117280;109110;109220;109110;109210;114950;115010;114950;114990
116690;116690;116650;116680;117290;117290;117170;117200;109210;109250;109190;109210;114990;115020;114970;114990
116680;116700;116650;116650;117190;117240;117170;117210;109210;109220;109140;109170;114970;114990;114920;114940
116650;116660;116560;116610;117210;117220;117130;117200;109160;109250;109160;109240;114940;114970;114930;114930
116610;116620;116550;116610;117200;117260;117180;117220;109240;109330;109240;109280;114920;114950;114910;114950
116610;116620;116560;116570;117230;117260;117220;117260;109270;109470;109270;109460;114940;114960;114930;114940
116560;116580;116520;116540;117250;117260;117220;117260;109440;109610;109440;109580;114930;114940;114920;114930
116540;116610;116530;116590;117260;117350;117260;117350;109590;109630;109460;109460;114920;114930;114720;114820
116600;116610;116550;116550;117350;117400;117310;117320;109470;109540;109460;109510;114820;114830;114700;114760
116560;116610;116550;116570;117320;117340;117260;117270;109510;109550;109500;109530;114760;114770;114720;114740
116560;116560;116530;116550;117260;117270;117200;117220;109540;109550;109480;109500;114750;114760;114680;114750
116550;116580;116530;116550;117210;117230;117160;117190;109510;109560;109480;109530;114750;114770;114710;114740
116550;116660;116550;116630;117190;117230;117120;117140;109520;109560;109470;109470;114740;114790;114710;114770
116630;116670;116610;116640;117160;117160;117030;117040;109480;109500;109470;109480;114780;114830;114730;114810
116640;116650;116610;116630;117040;117090;117020;117030;109490;109510;109450;109450;114810;114830;114770;114770
116630;116650;116610;116640;117050;117130;117040;117120;109460;109480;109440;109460;114770;114770;114720;114730
116640;116690;116630;116690;117110;117120;117050;117060;109470;109530;109460;109500;114740;114780;114680;114760
116690;116760;116680;116720;117050;117080;117040;117070;109500;109500;109460;109460;114760;114830;114750;114810
116730;116790;116720;116790;117070;117110;117060;117080;109470;109480;109450;109460;114820;114830;114790;114800
116790;116800;116760;116800;117100;117130;117090;117100;109460;109530;109460;109510;114810;114830;114800;114820
116800;116820;116760;116790;117090;117100;116870;116880;109500;109530;109490;109510;114830;114840;114800;114810
116800;116810;116750;116780;116880;116960;116790;116960;109510;109530;109490;109520;114810;114840;114780;114810
116790;116820;116760;116780;116960;117100;116940;117060;109530;109590;109410;109420;114810;114920;114810;114870
116770;116800;116750;116790;117060;117130;117040;117130;109430;109590;109420;109590;114890;114930;114800;114850
116790;116800;116750;116760;117120;117140;117040;117060;109590;109650;109570;109600;114850;114950;114850;114930
116750;116790;116750;116780;117070;117070;116980;117000;109610;109620;109560;109600;114920;114950;114880;114920
116780;116800;116760;116790;117000;117020;116910;116950;109600;109630;109520;109570;114920;114920;114850;114890
116800;116820;116780;116800;116950;117020;116910;117000;109580;109590;109510;109540;114890;114940;114850;114910
116790;116820;116690;116730;117000;117010;116870;116880;109550;109630;109530;109530;114910;114940;114880;114930
116730;116790;116730;116780;116870;116890;116710;116770;109530;109540;109410;109410;114930;114960;114910;114940
116790;116810;116770;116790;116760;116760;116670;116690;109420;109420;109270;109280;114940;114990;114920;114960
116800;116800;116760;116790;116690;116740;116660;116680;109280;109430;109280;109340;114970;114990;114910;114920
116800;116810;116780;116800;116680;116690;116620;116680;109340;109380;109220;109270;114920;114940;114900;114920
116800;116800;116770;116800;116670;116710;116540;116690;109270;109300;109170;109180;114910;114920;114880;114900
116790;116870;116780;116860;116690;116760;116690;116720;109180;109210;109130;109160;114900;114910;114800;114840
116860;116870;116830;116830;116710;116760;116700;116730;109170;109210;109140;109150;114850;114870;114810;114830
116830;116880;116830;116860;116720;116740;116510;116560;109170;109240;109120;109220;114830;114840;114800;114800
116850;116870;116770;116770;116550;116640;116470;116620;109220;109280;109160;109260;114810;114870;114800;114870
116780;116800;116740;116740;116620;116680;116590;116600;109270;109300;109230;109250;114850;114880;114840;114850
116740;116790;116740;116780;116600;116680;116580;116670;109250;109300;109200;109250;114840;114880;114810;114820
116790;116800;116770;116800;116670;116730;116600;116720;109250;109430;109250;109360;114820;114840;114800;114820
116800;116810;116720;116780;116720;116830;116700;116750;109350;109360;109280;109290;114820;114860;114790;114850
116770;116820;116750;116820;116760;116840;116750;116840;109280;109300;109200;109210;114840;114900;114830;114880
116810;116810;116730;116750;116830;116840;116790;116820;109230;109280;109170;109220;114890;114930;114870;114870
116750;116800;116740;116740;116810;116880;116810;116840;109210;109280;109180;109230;114870;114920;114850;114850
116750;116800;116720;116790;116840;116840;116760;116840;109210;109280;109200;109210;114860;114940;114850;114900
116800;116800;116730;116760;116830;116850;116690;116720;109200;109270;109200;109240;114900;114960;114890;114950
116760;116800;116760;116790;116710;116770;116670;116740;109240;109280;109220;109230;114950;114960;114900;114930
116780;116840;116780;116820;116740;116740;116700;116730;109230;109250;109130;109190;114930;114930;114880;114900
116830;116890;116790;116800;116720;116740;116670;116720;109180;109240;109170;109230;114900;114940;114870;114930
116800;116810;116780;116790;116710;116740;116700;116740;109230;109230;109150;109190;114930;115000;114920;114970
116790;116810;116750;116760;116730;116750;116710;116720;109190;109230;109170;109210;114980;114980;114890;114890
116770;116790;116750;116790;116740;116800;116580;116610;109210;109330;109190;109300;114900;114910;114850;114910
116790;116810;116780;116800;116620;116690;116610;116680;109290;109290;109240;109290;114910;114960;114900;114940
116790;116810;116770;116780;116680;116720;116670;116720;109270;109320;109270;109280;114940;115000;114940;114990
116780;116800;116770;116770;116720;116780;116700;116740;109270;109300;109180;109300;114990;115030;114950;114960
116770;116800;116750;116800;116740;116850;116730;116850;109290;109380;109290;109360;114970;114980;114890;114920
116800;116810;116770;116780;116850;116920;116820;116900;109370;109370;109250;109350;114920;114950;114900;114910
116800;116800;116740;116740;116920;116970;116880;116950;109350;109380;109320;109360;114920;114930;114900;114930
116750;116790;116750;116780;116950;116960;116870;116920;109360;109400;109270;109290;114930;114990;114920;114940
116780;116800;116710;116720;116900;116950;116850;116890;109280;109370;109280;109350;114950;115040;114950;115040
116720;116780;116720;116760;116900;116920;116870;116900;109360;109450;109360;109420;115030;115080;115020;115030
116750;116800;116750;116770;116900;116900;116780;116810;109420;109530;109410;109460;115060;115120;115030;115070
116770;116780;116710;116750;116800;116820;116770;116790;109450;109460;109350;109420;115070;115090;115030;115040
116760;116760;116710;116730;116790;116800;116720;116780;109400;109470;109390;109420;115060;115070;114920;114960
116710;116720;116690;116690;116790;116850;116790;116810;109420;109640;109420;109620;114970;115020;114960;115000
116700;116730;116660;116670;116800;116810;116760;116770;109630;109650;109550;109590;114990;115000;114910;114910
116670;116740;116660;116710;116780;116780;116650;116730;109590;109610;109540;109580;114920;115020;114900;114930
116710;116740;116680;116730;116720;116780;116710;116780;109580;109670;109580;109630;114950;114990;114940;114960
116740;116760;116740;116750;116770;116770;116730;116750;109630;109800;109630;109760;114960;115110;114960;114990
116750;116800;116750;116800;116740;116750;116680;116740;109760;109940;109710;109730;114990;115030;114970;115010
116790;116800;116750;116770;116730;116730;116640;116670;109740;109860;109650;109830;115010;115010;114920;114920
116770;116770;116720;116740;116660;116720;116630;116700;109830;109870;109650;109680;114920;114970;114910;114910
116750;116810;116730;116800;116710;116850;116710;116840;109690;109700;109620;109660;114920;114930;114890;114920
116790;116850;116780;116820;116840;116900;116840;116860;109660;109680;109610;109630;114920;114950;114860;114870
116810;116850;116800;116820;116860;116970;116860;116940;109640;109700;109630;109670;114880;114900;114860;114870
116820;116880;116820;116850;116960;117020;116930;116970;109670;109700;109640;109680;114870;114910;114850;114880
116870;116890;116840;116840;116990;117180;116970;117140;109670;109730;109620;109630;114890;114890;114850;114870
116830;116860;116820;116850;117150;117230;117110;117200;109620;109640;109570;109590;114880;114910;114860;114890
116850;116870;116830;116850;117200;117270;117170;117260;109600;109620;109540;109580;114890;114900;114830;114850
116860;116890;116860;116870;117270;117300;117200;117220;109570;109630;109570;109610;114850;114900;114810;114900
116880;116920;116870;116910;117200;117220;117170;117200;109610;109620;109560;109580;114880;114950;114880;114930
116890;116950;116870;116940;117200;117270;117180;117200;109590;109680;109580;109660;114920;114970;114870;114960
116930;116980;116900;116960;117200;117230;117160;117160;109670;109670;109560;109570;114970;115020;114940;114950
116950;116960;116910;116910;117170;117230;117150;117200;109560;109620;109560;109600;114950;114950;114890;114910
116920;116930;116890;116920;117210;117270;117190;117230;109600;109640;109570;109610;114920;114940;114860;114910
116920;116940;116880;116920;117220;117240;117140;117140;109610;109610;109560;109590;114910;114930;114890;114890
116910;116910;116800;116870;117150;117170;117080;117110;109570;109600;109560;109560;114890;114940;114840;114930
116870;116870;116830;116830;117100;117150;117090;117150;109570;109580;109540;109540;114930;114950;114910;114940
116830;116950;116820;116930;117150;117160;117110;117160;109540;109580;109530;109540;114950;114970;114910;114920
116940;116960;116920;116920;117150;117160;116940;116950;109550;109630;109510;109630;114920;114940;114910;114920
116930;116960;116900;116950;116960;117040;116960;117010;109630;109680;109590;109680;114920;114970;114880;114920
116950;116960;116900;116930;117010;117160;117000;117110;109670;109780;109670;109750;114930;114980;114910;114970
116940;116960;116840;116920;117110;117140;117100;117130;109760;109780;109710;109730;114960;114990;114930;114930
116940;116980;116920;116980;117130;117140;117070;117110;109730;109750;109590;109630;114940;114970;114930;114950
116980;117100;116960;117040;117100;117130;117070;117090;109640;109780;109620;109770;114960;115000;114950;114970
117040;117090;117020;117070;117090;117120;117060;117060;109770;109840;109740;109790;114980;115040;114950;114970
117130;117390;117060;117330;117050;117230;117050;117150;109840;110340;109840;109960;115050;115080;114890;114970
117330;117430;117290;117330;117140;117340;117140;117320;109980;110010;109900;110010;114960;115010;114950;114980
117350;117420;117350;117380;117330;117530;117330;117490;110000;110000;109890;109930;114990;115010;114920;114940
117370;117570;117370;117460;117490;117520;117410;117440;109950;109970;109900;109950;114930;114950;114900;114940
117450;117460;117380;117400;117450;117500;117430;117440;109940;109970;109890;109950;114940;115050;114940;115050
117410;117420;117350;117390;117440;117440;117310;117330;109940;110040;109930;110000;115030;115060;114990;115000
117390;117390;117290;117310;117320;117370;117320;117360;109980;110000;109910;109970;115010;115020;114980;114990
117310;117350;117260;117350;117360;117380;117340;117380;109970;109980;109900;109910;115010;115120;115000;115070
117350;117430;117340;117430;117390;117400;117280;117320;109920;109950;109890;109930;115070;115090;115040;115050
117430;117440;117370;117390;117320;117320;117210;117260;109930;109940;109890;109920;115060;115070;115040;115040
117390;117440;117350;117350;117260;117350;117250;117300;109930;109940;109890;109920;115030;115040;114990;115010
117350;117390;117340;117370;117300;117300;117230;117230;109920;109930;109830;109830;115020;115030;114980;115000
117370;117440;117360;117380;117230;117280;117230;117260;109830;109900;109810;109900;115000;115060;114990;115050
117380;117440;117370;117430;117260;117270;117230;117240;109910;109920;109850;109880;115060;115070;115030;115060
117430;117670;117420;117560;117240;117250;117150;117150;109890;109900;109840;109840;115050;115070;115010;115050
117570;117650;117510;117520;117160;117220;117130;117130;109850;109890;109810;109830;115050;115060;114990;115000
117530;117530;117450;117460;117140;117140;117080;117130;109830;109850;109780;109790;114980;115000;114940;114970
117450;117480;117420;117480;117130;117170;117120;117150;109790;109870;109780;109860;114970;115020;114940;114990
117480;117490;117440;117440;117150;117170;117080;117100;109860;109860;109760;109800;115000;115000;114940;114940
117450;117500;117370;117380;117090;117100;117030;117090;109800;109800;109680;109700;114940;114960;114920;114960
117400;117440;117370;117430;117090;117140;117090;117110;109710;109740;109650;109720;114940;114940;114900;114910
117430;117550;117430;117540;117100;117140;117070;117100;109730;109770;109710;109740;114920;114940;114900;114930
117540;117550;117500;117530;117100;117130;117100;117100;109760;109770;109720;109750;114920;114960;114910;114940
117530;117580;117490;117570;117110;117200;117110;117200;109760;109930;109720;109860;114930;114960;114900;114950
117570;117590;117530;117540;117200;117220;117180;117210;109860;109870;109820;109830;114950;114960;114900;114940
117560;117640;117540;117610;117220;117230;117180;117180;109820;109830;109720;109730;114940;114980;114930;114970
117630;117710;117620;117650;117190;117210;117140;117140;109720;109730;109600;109610;114970;114990;114950;114980
117630;117670;117620;117660;117140;117170;117120;117170;109600;109630;109460;109610;114970;115010;114960;114970
117650;117720;117630;117640;117140;117170;117120;117140;109620;109620;109550;109600;115000;115030;114970;115030
117630;117670;117610;117640;117140;117160;117120;117130;109630;109740;109620;109630;115020;115020;114970;114980
117630;117630;117610;117610;117130;117160;117100;117160;109620;109640;109590;109630;114980;114990;114950;114960
117610;117670;117610;117640;117170;117180;117130;117150;109620;109670;109610;109650;114960;114960;114900;114910
117640;117670;117630;117650;117150;117150;117120;117150;109650;109680;109590;109590;114900;114980;114890;114970
117640;117650;117610;117620;117160;117210;117160;117190;109610;109630;109510;109520;114970;114970;114870;114870
117620;117680;117620;117640;117180;117210;117180;117190;109520;109550;109460;109540;114880;114900;114730;114770
117640;117720;117640;117650;117190;117200;117160;117190;109540;109580;109460;109500;114770;114770;114500;114620
117650;117680;117610;117610;117170;117240;117160;117240;109480;109510;109430;109430;114610;114700;114610;114670
117610;117620;117540;117570;117240;117250;117160;117190;109430;109580;109410;109570;114680;114740;114660;114740
117570;117590;117570;117580;117200;117200;117180;117180;109560;109590;109530;109530;114730;114790;114700;114720
117580;117600;117560;117560;117190;117200;117180;117180;109540;109560;109500;109500;114730;114760;114720;114760
117560;117590;117550;117570;117180;117220;117140;117160;109490;109550;109430;109500;114750;114850;114730;114770
117570;117570;117530;117550;117160;117170;117070;117090;109480;109510;109480;109500;114780;114790;114730;114760
